Order Month,Order Year,Customer Name,Segment,City,State,Region,Category,Sub Category,Product Name,Sales,Quantity,Discount,Profit
11,2014,Saphhira Shifley,Corporate,Mesquite,Texas,Central,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$5.54 ,7,0.2,$1.66 
10,2017,Roland Schwarz,Corporate,Los Angeles,California,West,Furniture,Tables,Bush Advantage Collection Round Conference Table,$510.24 ,3,0.2,$6.38 
10,2017,Roland Schwarz,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 1919,$204.95 ,5,0,$100.43 
4,2017,Joni Wasserman,Consumer,Seattle,Washington,West,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",$11.54 ,1,0,$3.46 
4,2017,Joni Wasserman,Consumer,Seattle,Washington,West,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,$162.60 ,3,0,$34.15 
12,2014,Jim Karlsson,Consumer,Olympia,Washington,West,Office Supplies,Paper,Xerox 1964,$45.68 ,2,0,$21.01 
12,2014,Jim Karlsson,Consumer,Olympia,Washington,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,$603.92 ,5,0.2,$45.29 
5,2017,Jesus Ocampo,Home Office,Omaha,Nebraska,Central,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,$23.55 ,5,0,$1.18 
9,2016,Theone Pippenger,Consumer,Columbus,Georgia,South,Office Supplies,Supplies,Letter Slitter,$5.04 ,2,0,$0.15 
9,2016,Theone Pippenger,Consumer,Columbus,Georgia,South,Technology,Accessories,Logitech Wireless Marathon Mouse M705,$249.95 ,5,0,$107.48 
9,2016,Brendan Sweed,Corporate,Columbus,Indiana,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,$33.40 ,5,0,$12.36 
12,2016,Alejandro Ballentine,Home Office,Jackson,Mississippi,South,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,$18.92 ,4,0,$7.38 
12,2016,Alejandro Ballentine,Home Office,Jackson,Mississippi,South,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,$15.42 ,2,0,$6.94 
11,2017,Frank Olsen,Consumer,Houston,Texas,Central,Office Supplies,Art,Newell 314,$35.71 ,8,0.2,$2.23 
12,2014,Maureen Fritzler,Corporate,Phoenix,Arizona,West,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,$551.99 ,5,0.7,($459.99)
4,2017,Sue Ann Reed,Consumer,Chicago,Illinois,Central,Office Supplies,Art,Prang Colored Pencils,$7.06 ,3,0.2,$2.21 
12,2016,Sally Hughsby,Corporate,Denver,Colorado,West,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,$18.72 ,2,0.2,$3.51 
6,2016,Janet Lee,Consumer,Newark,Delaware,East,Office Supplies,Storage,Standard Rollaway File with Lock,$360.38 ,2,0,$93.70 
6,2016,Janet Lee,Consumer,Newark,Delaware,East,Office Supplies,Art,Newell 314,$11.16 ,2,0,$2.79 
6,2016,Janet Lee,Consumer,Newark,Delaware,East,Office Supplies,Labels,Avery White Multi-Purpose Labels,$14.94 ,3,0,$6.87 
9,2015,Ken Heidel,Corporate,Clinton,Maryland,East,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$41.96 ,2,0,$7.97 
9,2015,Ken Heidel,Corporate,Clinton,Maryland,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,$636.86 ,7,0,$0.00 
9,2015,Ken Heidel,Corporate,Clinton,Maryland,East,Technology,Phones,Samsung Galaxy S4 Active,$499.99 ,1,0,$130.00 
9,2015,Ken Heidel,Corporate,Clinton,Maryland,East,Technology,Phones,Polycom VVX 310 VoIP phone,"$1,259.93 ",7,0,$327.58 
9,2015,Ken Heidel,Corporate,Clinton,Maryland,East,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2 X 14"""" 7/8""""""""",$65.08 ,4,0,$31.89 
3,2017,Roland Murray,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1883,$26.38 ,1,0,$12.13 
3,2017,Roland Murray,Consumer,New York City,New York,East,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",$71.97 ,3,0,$16.55 
3,2016,Vivian Mathis,Consumer,Newark,Delaware,East,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,$129.98 ,2,0,$62.39 
3,2016,Vivian Mathis,Consumer,Newark,Delaware,East,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2 X 14"""" 7/8""""""""",$32.54 ,2,0,$15.94 
12,2016,Logan Haushalter,Consumer,Jackson,Michigan,Central,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",$10.90 ,1,0,$3.05 
12,2016,Logan Haushalter,Consumer,Jackson,Michigan,Central,Technology,Accessories,Logitech Trackman Marble Mouse,$59.98 ,2,0,$25.19 
12,2016,Logan Haushalter,Consumer,Jackson,Michigan,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",$61.93 ,1,0.1,$23.40 
1,2016,William Brown,Consumer,New York City,New York,East,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",$16.52 ,4,0,$7.60 
1,2016,William Brown,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1959,$60.12 ,9,0,$28.86 
1,2016,William Brown,Consumer,New York City,New York,East,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11 x 14-7/8""""""""",$49.54 ,3,0.2,$17.34 
10,2014,Arthur Prichep,Consumer,Rock Hill,South Carolina,South,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,$11.85 ,3,0,$3.79 
9,2016,Russell Applegate,Consumer,Columbus,Georgia,South,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,$118.25 ,5,0,$34.29 
9,2016,Russell Applegate,Consumer,Columbus,Georgia,South,Furniture,Chairs,Hon Mobius Operator's Chair,$368.97 ,3,0,$81.17 
8,2017,Dan Reichenbach,Corporate,Inglewood,California,West,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,$321.92 ,4,0,$96.58 
8,2017,Dan Reichenbach,Corporate,Inglewood,California,West,Technology,Copiers,Sharp 1540cs Digital Laser Copier,$879.98 ,2,0.2,$329.99 
8,2017,Dan Reichenbach,Corporate,Inglewood,California,West,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,$28.40 ,5,0,$8.24 
8,2017,Dan Reichenbach,Corporate,Inglewood,California,West,Furniture,Chairs,Bevis Steel Folding Chairs,$230.28 ,3,0.2,$23.03 
8,2017,Dan Reichenbach,Corporate,Inglewood,California,West,Office Supplies,Paper,White Computer Printout Paper by Universal,$116.28 ,3,0,$56.98 
8,2017,Dan Reichenbach,Corporate,Inglewood,California,West,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,$841.57 ,2,0.2,$294.55 
8,2017,Dan Reichenbach,Corporate,Inglewood,California,West,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,$354.90 ,5,0,$17.75 
3,2016,Jason Gross,Corporate,Odessa,Texas,Central,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,$563.43 ,5,0.3,($56.34)
2,2016,Lena Cacioppo,Consumer,Newark,Ohio,East,Office Supplies,Art,Newell 34,$111.10 ,7,0.2,$8.33 
9,2015,George Bell,Corporate,Los Angeles,California,West,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",$11.68 ,2,0,$5.49 
9,2015,George Bell,Corporate,Los Angeles,California,West,Office Supplies,Supplies,"Elite 5 Scissors""""",$16.90 ,2,0,$5.07 
9,2015,George Bell,Corporate,Los Angeles,California,West,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,$24.40 ,2,0,$10.25 
5,2017,Chloris Kastensmidt,Consumer,Everett,Massachusetts,East,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",$87.60 ,5,0,$42.05 
8,2016,Theresa Swint,Corporate,West Allis,Wisconsin,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$241.96 ,2,0,$24.20 
8,2016,Theresa Swint,Corporate,West Allis,Wisconsin,Central,Office Supplies,Binders,Avery Round Ring Poly Binders,$8.52 ,3,0,$4.17 
2,2017,Michelle Huthwaite,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,$1.79 ,3,0.8,($3.04)
3,2016,Dario Medina,Corporate,Houston,Texas,Central,Furniture,Tables,Safco Drafting Table,$99.37 ,2,0.3,($1.42)
3,2016,Dario Medina,Corporate,Houston,Texas,Central,Office Supplies,Art,Prang Dustless Chalk Sticks,$1.34 ,1,0.2,$0.50 
12,2015,Joel Jenkins,Home Office,Houston,Texas,Central,Technology,Phones,Nokia Lumia 521 (T-Mobile),$119.96 ,5,0.2,$12.00 
12,2014,Ken Black,Corporate,Hialeah,Florida,South,Furniture,Chairs,Hon Olson Stacker Stools,"$1,013.83 ",9,0.2,$101.38 
12,2016,Charles McCrossin,Consumer,San Francisco,California,West,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,"$2,003.52 ",6,0.2,($325.57)
8,2014,Roland Fjeld,Consumer,Columbia,South Carolina,South,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",$62.91 ,3,0,$22.65 
4,2014,Jay Kimmel,Consumer,Miami,Florida,South,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4-Long""""",$6.91 ,3,0.2,$2.33 
4,2014,Jay Kimmel,Consumer,Miami,Florida,South,Technology,Accessories,Logitech Wireless Gaming Headset G930,$383.98 ,3,0.2,$81.59 
4,2014,Jay Kimmel,Consumer,Miami,Florida,South,Office Supplies,Paper,Xerox 224,$10.37 ,2,0.2,$3.63 
4,2014,Jay Kimmel,Consumer,Miami,Florida,South,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,$335.94 ,7,0.2,$41.99 
11,2017,Parhena Norris,Home Office,Miami,Florida,South,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,$71.98 ,3,0.2,$9.00 
2,2017,Luke Foster,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1912,$37.94 ,2,0,$18.21 
11,2014,Rick Huthwaite,Home Office,Manhattan,Kansas,Central,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,$273.96 ,2,0,$10.96 
7,2015,Matt Collins,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,$269.98 ,3,0.4,$40.50 
11,2017,Michael Nguyen,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,Tennsco Double-Tier Lockers,$720.06 ,4,0.2,($63.01)
7,2017,Eugene Hildebrand,Home Office,Fort Lauderdale,Florida,South,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",$41.42 ,2,0.2,$8.28 
12,2017,Tracy Collins,Home Office,Columbus,Ohio,East,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,$3.13 ,2,0.7,($2.61)
10,2016,Jonathan Doherty,Corporate,Los Angeles,California,West,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts","$1,085.42 ",7,0,$282.21 
9,2016,Ivan Liston,Consumer,Houston,Texas,Central,Office Supplies,Art,Faber Castell Col-Erase Pencils,$3.91 ,1,0.2,$1.03 
9,2016,Ivan Liston,Consumer,Houston,Texas,Central,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",$62.38 ,3,0.2,$7.02 
4,2016,Sean Wendt,Home Office,Omaha,Nebraska,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",$29.05 ,5,0,$9.01 
7,2014,Dennis Pardue,Home Office,Los Angeles,California,West,Office Supplies,Binders,Vinyl Sectional Post Binders,$180.96 ,6,0.2,$67.86 
2,2015,Bill Tyler,Corporate,Altoona,Pennsylvania,East,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",$16.03 ,6,0.2,$2.20 
11,2015,Jeremy Ellison,Consumer,New York City,New York,East,Office Supplies,Art,Peel-Off China Markers,$29.79 ,3,0,$12.51 
1,2014,Ed Jacobs,Consumer,San Diego,California,West,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,$57.23 ,1,0,$14.31 
1,2014,Ed Jacobs,Consumer,San Diego,California,West,Furniture,Tables,Balt Split Level Computer Training Table,$333.00 ,3,0.2,($16.65)
1,2014,Ed Jacobs,Consumer,San Diego,California,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,$36.44 ,4,0,$12.03 
9,2017,Bobby Elias,Consumer,Miami,Florida,South,Office Supplies,Paper,Xerox 1941,$251.64 ,3,0.2,$88.07 
11,2017,Kelly Lampkin,Corporate,Greensboro,North Carolina,South,Furniture,Tables,Hon 5100 Series Wood Tables,$523.76 ,3,0.4,($192.05)
11,2017,Kelly Lampkin,Corporate,Greensboro,North Carolina,South,Technology,Phones,Motorola Moto X,"$1,359.96 ",5,0.2,$119.00 
10,2016,Nathan Cano,Consumer,Jacksonville,North Carolina,South,Furniture,Chairs,SAFCO Folding Chair Trolley,$102.59 ,1,0.2,$10.26 
10,2016,Nathan Cano,Consumer,Jacksonville,North Carolina,South,Technology,Accessories,Maxell 4.7GB DVD-R,$22.70 ,1,0.2,$5.96 
10,2016,Nathan Cano,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,Xerox 1944,$93.02 ,3,0.2,$33.72 
10,2016,Nathan Cano,Consumer,Jacksonville,North Carolina,South,Office Supplies,Supplies,Staple remover,$12.77 ,2,0.2,$1.44 
10,2016,Nathan Cano,Consumer,Jacksonville,North Carolina,South,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",$35.01 ,4,0.2,$13.13 
10,2016,Nathan Cano,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,Xerox 1916,$39.15 ,1,0.2,$14.68 
11,2015,Anna Häberlin,Corporate,Plantation,Florida,South,Office Supplies,Art,Newell 317,$11.76 ,5,0.2,$1.32 
11,2015,Anna Häberlin,Corporate,Plantation,Florida,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$5.24 ,2,0.7,($4.02)
11,2015,Anna Häberlin,Corporate,Plantation,Florida,South,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",$4.66 ,3,0.7,($3.73)
11,2015,Anna Häberlin,Corporate,Plantation,Florida,South,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",$523.92 ,5,0.2,($72.04)
11,2015,Anna Häberlin,Corporate,Plantation,Florida,South,Technology,Phones,VTech DS6151,$100.79 ,1,0.2,$10.08 
11,2015,Anna Häberlin,Corporate,Plantation,Florida,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",$146.14 ,3,0.2,$16.44 
3,2017,Pete Kriz,Consumer,Milwaukee,Wisconsin,Central,Office Supplies,Labels,Avery 515,$25.06 ,2,0,$11.78 
11,2015,Nathan Gelder,Consumer,Quincy,Illinois,Central,Office Supplies,Labels,Avery 476,$19.82 ,6,0.2,$6.44 
7,2016,Zuschuss Donatelli,Consumer,Jacksonville,Florida,South,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,$823.96 ,5,0.2,$51.50 
7,2016,Zuschuss Donatelli,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,Xerox 1921,$15.98 ,2,0.2,$5.00 
9,2015,Natalie Webber,Consumer,Mobile,Alabama,South,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,$801.96 ,2,0,$200.49 
9,2015,Natalie Webber,Consumer,Mobile,Alabama,South,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,$59.97 ,3,0,$0.00 
9,2015,Natalie Webber,Consumer,Mobile,Alabama,South,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm","$1,056.86 ",7,0,$306.49 
10,2017,Harry Greene,Consumer,New York City,New York,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,$12.82 ,3,0.2,$4.33 
10,2017,Harry Greene,Consumer,New York City,New York,East,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",$314.35 ,3,0.2,($15.72)
10,2017,Harry Greene,Consumer,New York City,New York,East,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",$18.98 ,2,0,$8.92 
10,2017,Harry Greene,Consumer,New York City,New York,East,Office Supplies,Binders,Durable Pressboard Binders,$18.24 ,6,0.2,$6.16 
9,2015,Craig Carroll,Consumer,New York City,New York,East,Office Supplies,Storage,Economy Rollaway Files,$991.20 ,6,0,$257.71 
9,2015,Craig Carroll,Consumer,New York City,New York,East,Technology,Copiers,Sharp 1540cs Digital Laser Copier,$879.98 ,2,0.2,$329.99 
9,2015,Craig Carroll,Consumer,New York City,New York,East,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,$12.96 ,9,0.2,$4.54 
10,2014,John Grady,Corporate,Dallas,Texas,Central,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",$107.44 ,10,0.2,$10.74 
5,2017,Rick Wilson,Corporate,Detroit,Michigan,Central,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"$1,458.65 ",5,0,$423.01 
5,2017,Rick Wilson,Corporate,Detroit,Michigan,Central,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,$26.64 ,1,0,$7.46 
5,2017,Rick Wilson,Corporate,Detroit,Michigan,Central,Furniture,Chairs,Safco Contoured Stacking Chairs,$476.80 ,2,0,$119.20 
5,2017,Rick Wilson,Corporate,Detroit,Michigan,Central,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,$87.44 ,2,0.1,$18.46 
11,2015,Lycoris Saunders,Consumer,Dover,Delaware,East,Furniture,Furnishings,"Executive Impressions 13 Chairman Wall Clock""""",$76.14 ,3,0,$26.65 
11,2015,Lycoris Saunders,Consumer,Dover,Delaware,East,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",$19.96 ,2,0,$9.38 
11,2014,Muhammed Yedwab,Corporate,Columbus,Ohio,East,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),"$1,049.97 ",5,0.4,($209.99)
11,2014,Muhammed Yedwab,Corporate,Columbus,Ohio,East,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,$611.06 ,3,0.3,($34.92)
4,2014,Jim Mitchum,Corporate,Glendale,Arizona,West,Office Supplies,Fasteners,Binder Clips by OIC,$2.37 ,2,0.2,$0.83 
4,2014,Jim Mitchum,Corporate,Glendale,Arizona,West,Office Supplies,Paper,Things To Do Today Spiral Book,$19.01 ,3,0.2,$6.89 
7,2014,Kunst Miller,Consumer,North Las Vegas,Nevada,West,Technology,Phones,Apple iPhone 5S,$911.98 ,2,0.2,$114.00 
7,2014,Kunst Miller,Consumer,North Las Vegas,Nevada,West,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,$674.35 ,3,0.2,($109.58)
7,2014,Kunst Miller,Consumer,North Las Vegas,Nevada,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,$134.01 ,9,0,$36.18 
7,2014,Kunst Miller,Consumer,North Las Vegas,Nevada,West,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,$170.97 ,3,0,$70.10 
6,2014,Katrina Edelman,Corporate,Bristol,Tennessee,South,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",$170.35 ,3,0.2,$10.65 
10,2014,Todd Sumrall,Corporate,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,$7.18 ,2,0.2,$2.25 
10,2014,Todd Sumrall,Corporate,Los Angeles,California,West,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,$6.28 ,2,0,$0.06 
10,2014,Todd Sumrall,Corporate,Los Angeles,California,West,Office Supplies,Supplies,Premier Automatic Letter Opener,$480.74 ,2,0,$14.42 
10,2014,Todd Sumrall,Corporate,Los Angeles,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$617.00 ,6,0.15,($36.29)
10,2014,Todd Sumrall,Corporate,Los Angeles,California,West,Office Supplies,Storage,Eldon Portable Mobile Manager,$141.40 ,5,0,$38.18 
11,2017,Sam Zeldin,Home Office,Canton,Michigan,Central,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$501.81 ,3,0,$0.00 
9,2017,Joel Eaton,Consumer,Fayetteville,Arkansas,South,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,$691.96 ,4,0,$318.30 
9,2017,Joel Eaton,Consumer,Fayetteville,Arkansas,South,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",$34.95 ,5,0,$15.38 
12,2015,Michael Stewart,Corporate,Springfield,Missouri,Central,Office Supplies,Paper,Xerox 1881,$85.96 ,7,0,$40.40 
9,2015,Duane Huffman,Home Office,Quincy,Massachusetts,East,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",$85.30 ,2,0,$14.50 
11,2017,Guy Thornton,Consumer,Rockford,Illinois,Central,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,$33.57 ,8,0.8,($53.71)
6,2017,Gary Hansen,Home Office,San Francisco,California,West,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",$4.95 ,1,0,$2.18 
6,2017,Gary Hansen,Home Office,San Francisco,California,West,Office Supplies,Storage,Sterilite Show Offs Storage Containers,$26.40 ,5,0,$0.00 
10,2017,Darrin Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,$3.56 ,3,0.8,($6.24)
10,2017,Darrin Martin,Consumer,San Antonio,Texas,Central,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,$823.96 ,5,0.2,$51.50 
10,2017,Darrin Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Art,Newell 320,$10.27 ,3,0.2,$0.90 
12,2014,Toby Carlisle,Consumer,Thornton,Colorado,West,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,$447.94 ,7,0.2,$89.59 
2,2017,Julie Kriz,Home Office,Chicago,Illinois,Central,Furniture,Tables,"Chromcraft 48 x 96"""" Racetrack Double Pedestal Table""""",$480.96 ,3,0.5,($269.34)
2,2017,Julie Kriz,Home Office,Chicago,Illinois,Central,Technology,Phones,LG Exalt,$124.79 ,1,0.2,$10.92 
5,2014,Nathan Cano,Consumer,Yonkers,New York,East,Office Supplies,Binders,GBC Poly Designer Binding Covers,$40.18 ,3,0.2,$14.56 
5,2014,Nathan Cano,Consumer,Yonkers,New York,East,Office Supplies,Binders,"Avery Durable Plastic 1 Binders""""",$10.90 ,3,0.2,$3.95 
10,2017,Astrea Jones,Consumer,San Diego,California,West,Office Supplies,Art,Economy #2 Pencils,$10.64 ,4,0,$2.77 
11,2015,Lena Creighton,Consumer,Champaign,Illinois,Central,Furniture,Furnishings,"Eldon L"""" Workstation Diamond Chairmat""""",$151.96 ,5,0.6,($182.35)
7,2014,Giulietta Weimer,Consumer,San Francisco,California,West,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,$238.00 ,2,0,$38.08 
4,2017,Sean Christensen,Consumer,Lawrence,Indiana,Central,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",$155.34 ,6,0,$55.92 
10,2015,Jay Fein,Consumer,San Diego,California,West,Technology,Accessories,Maxell DVD-RAM Discs,$148.32 ,9,0,$63.78 
10,2015,Jay Fein,Consumer,San Diego,California,West,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",$240.78 ,1,0.2,$27.09 
10,2015,Jay Fein,Consumer,San Diego,California,West,Furniture,Chairs,Global Chrome Stack Chair,$191.97 ,7,0.2,$16.80 
10,2015,Jay Fein,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 196,$11.56 ,2,0,$5.66 
10,2015,Jay Fein,Consumer,San Diego,California,West,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",$11.80 ,4,0,$5.66 
10,2015,Jay Fein,Consumer,San Diego,California,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,$842.35 ,3,0.2,$42.12 
9,2016,Darrin Martin,Consumer,Johnson City,Tennessee,South,Office Supplies,Envelopes,Staple envelope,$23.47 ,3,0.2,$7.63 
9,2016,Darrin Martin,Consumer,Johnson City,Tennessee,South,Technology,Phones,Nortel Networks T7316 E Nt8 B27,$108.78 ,2,0.2,$6.80 
9,2016,Darrin Martin,Consumer,Johnson City,Tennessee,South,Office Supplies,Paper,Xerox 1971,$10.27 ,3,0.2,$3.21 
10,2016,Emily Phan,Consumer,Tampa,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,$38.19 ,5,0.7,($26.73)
4,2014,John Grady,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",$49.63 ,4,0.2,$3.72 
4,2014,John Grady,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,Adjustable Personal File Tote,$52.10 ,4,0.2,$3.91 
6,2015,Peter Fuller,Consumer,Gilbert,Arizona,West,Office Supplies,Paper,Xerox 1895,$9.57 ,2,0.2,$2.99 
6,2015,Peter Fuller,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,"Eldon L"""" Workstation Diamond Chairmat""""",$364.70 ,6,0.2,($36.47)
6,2015,Peter Fuller,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",$40.26 ,4,0.2,$11.07 
7,2014,David Wiener,Corporate,Knoxville,Tennessee,South,Office Supplies,Art,Newell 322,$4.37 ,3,0.2,$0.38 
1,2017,Clytie Kelty,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",$12.13 ,4,0.8,($20.62)
3,2016,Craig Carreira,Consumer,Bloomington,Indiana,Central,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,$134.85 ,3,0,$37.76 
6,2014,Stewart Visinsky,Consumer,Roswell,Georgia,South,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",$8.56 ,2,0,$2.65 
6,2014,Stewart Visinsky,Consumer,Roswell,Georgia,South,Technology,Phones,Mophie Juice Pack Helium for iPhone,$239.97 ,3,0,$67.19 
6,2014,Stewart Visinsky,Consumer,Roswell,Georgia,South,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",$356.94 ,2,0,$107.08 
11,2016,Sung Pak,Corporate,Los Angeles,California,West,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,$659.90 ,2,0,$217.77 
11,2016,Sung Pak,Corporate,Los Angeles,California,West,Furniture,Chairs,Global Leather Executive Chair,"$1,684.75 ",6,0.2,$210.59 
